Admin Region Name,Admin Region Code,Series Name,2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014]
"Brazil, Southeast",BRA_Southeast_AGG358,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,2.3
Burkina Faso,BFA,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Burkina Faso, Boucle Du Mouhoun",BFA_Boucle_Du_Mouhoun_BF.BO_40276_BFA046,"Prevalence of severe wasting, weight for height (% of children under 5)",3,..,..,..,..
"Burkina Faso, Cascades",BFA_Cascades_BF.CA_40277_BFA047,"Prevalence of severe wasting, weight for height (% of children under 5)",5.3,..,..,..,..
"Burkina Faso, Centre",BFA_Centre_BF.CT_40278_BFA048,"Prevalence of severe wasting, weight for height (% of children under 5)",7.1,..,..,..,..
"Burkina Faso, Centre-est",BFA_Centre-est_BF.CE_40279_BFA049,"Prevalence of severe wasting, weight for height (% of children under 5)",8.6,..,..,..,..
"Burkina Faso, Centre-nord",BFA_Centre-nord_BF.CN_40280_BFA050,"Prevalence of severe wasting, weight for height (% of children under 5)",11,..,..,..,..
"Burkina Faso, Centre-ouest",BFA_Centre-ouest_BF.CO_40281_BFA051,"Prevalence of severe wasting, weight for height (% of children under 5)",3.7,..,..,..,..
"Burkina Faso, Centre-sud",BFA_Centre-sud_BF.CS_40282_BFA052,"Prevalence of severe wasting, weight for height (% of children under 5)",8,..,..,..,..
"Burkina Faso, Est",BFA_Est_BF.ES_40283_BFA053,"Prevalence of severe wasting, weight for height (% of children under 5)",6.2,..,..,..,..
"Burkina Faso, Hauts-bassins",BFA_Hauts-bassins_BF.HB_40284_BFA054,"Prevalence of severe wasting, weight for height (% of children under 5)",3.5,..,..,..,..
"Burkina Faso, Nord",BFA_Nord_BF.NO_40285_BFA057,"Prevalence of severe wasting, weight for height (% of children under 5)",7.2,..,..,..,..
"Burkina Faso, Ouagadougou",BFA_Ouagadougou_BF.OU_40288.55_BFA059,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Burkina Faso, Ouest",BFA_Ouest_MAL-009,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Burkina Faso, Plateau Central",BFA_Plateau_Central_BF.PC_40286_BFA055,"Prevalence of severe wasting, weight for height (% of children under 5)",4.1,..,..,..,..
"Burkina Faso, Sahel",BFA_Sahel_BF.SA_40287_BFA056,"Prevalence of severe wasting, weight for height (% of children under 5)",6.5,..,..,..,..
"Burkina Faso, Sud-ouest",BFA_Sud-ouest_BF.SO_40288_BFA058,"Prevalence of severe wasting, weight for height (% of children under 5)",2.8,..,..,..,..
Burundi,BDI,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Burundi, Bujumbura Mairie",BDI_Bujumbura_Mairie_BI.BM_40543_BDI002,"Prevalence of severe wasting, weight for height (% of children under 5)",2.4,..,..,..,..
"Burundi, Centre",BDI_Centre_AGG653,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Burundi, Centre-East",BDI_Centre-Est_AGG655,"Prevalence of severe wasting, weight for height (% of children under 5)",1.3,..,..,..,..
"Burundi, Depressions",BDI_Depressions_MAL-011,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Burundi, D‚pressions",BDI_Depressions_1987,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Burundi, Est",BDI_Est_AGG652,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Burundi, Imbo",BDI_Imbo_MAL-012,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Burundi, Mugamba",BDI_Mugamba_40595,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Burundi, Muramvya",BDI_Muramvya_BI.MU_40553_BDI012,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Burundi, Nord",BDI_Nord_AGG654,"Prevalence of severe wasting, weight for height (% of children under 5)",0.6,..,..,..,..
"Burundi, Ouest",BDI_Ouest_AGG650,"Prevalence of severe wasting, weight for height (% of children under 5)",2.4,..,..,..,..
"Burundi, Plateaux Centraux",BDI_Plateaux_Centraux_MAL-013,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Burundi, Sud",BDI_Sud_AGG651,"Prevalence of severe wasting, weight for height (% of children under 5)",1.6,..,..,..,..
Cambodia,KHM,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Cambodia, Banteay Meanchey",KHM_Banteay_Meanchey_KH.BM_791_KHM001,"Prevalence of severe wasting, weight for height (% of children under 5)",1.4,..,..,..,..
"Cambodia, Battambang",KHM_Battambang_KH.BA_792_KHM002,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Cambodia, Battambang and Krong Pailin",KHM_Battambang_AND_Krong_Pailin_AGG_MAL_Survey_001,"Prevalence of severe wasting, weight for height (% of children under 5)",4.1,..,..,..,..
"Cambodia, Kampong Cham",KHM_Kampong_Cham_KH.KC_793_KHM003,"Prevalence of severe wasting, weight for height (% of children under 5)",3.4,..,..,..,..
"Cambodia, Kampong Chhnang",KHM_Kampong_Chhnang_KH.KG_794_KHM004,"Prevalence of severe wasting, weight for height (% of children under 5)",4.5,..,..,..,..
"Cambodia, Kampong Speu",KHM_Kampong_Speu_KH.KS_795_KHM005,"Prevalence of severe wasting, weight for height (% of children under 5)",1.8,..,..,..,..
"Cambodia, Kampong Thom",KHM_Kampong_Thom_KH.KT_796_KHM006,"Prevalence of severe wasting, weight for height (% of children under 5)",1.3,..,..,..,..
"Cambodia, Kampot",KHM_Kampot_KH.KP_797_KHM007,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Cambodia, Kampot and Krong Kaeb and Sihanoukville",KHM_Kampot_and_Krong_Kaeb_and_Sihanoukville_MAL-014,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Cambodia, Kampot and Krong Kep",KHM_Kampot_AND_Kep_AGG_MAL_Survey_002,"Prevalence of severe wasting, weight for height (% of children under 5)",1,..,..,..,..
"Cambodia, Kampot/Krong Kaeb/Sihanoukville",KHM_Kampot_Krong_Kaeb_Sihanoukville_2000,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Cambodia, Kandal",KHM_Kandal_KH.KD_798_KHM008,"Prevalence of severe wasting, weight for height (% of children under 5)",0.2,..,..,..,..
"Cambodia, Koh Kong",KHM_Koh_Kong_KH.KK_799_KHM010,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Cambodia, Kratie",KHM_Kratie_KH.KA_801_KHM011,"Prevalence of severe wasting, weight for height (% of children under 5)",2.6,..,..,..,..
"Cambodia, Krong Kaeb",KHM_Krong_Kaeb_12364,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Cambodia, Krong Preah Sihanouk",KHM_Krong_Preah_Sihanouk_12370,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Cambodia, Krong Preah, Sihanouk and Kaoh Kong",KHM_Preah_Sihanouk_AND_Kaoh_Kong_AGG_MAL_Survey_003,"Prevalence of severe wasting, weight for height (% of children under 5)",3,..,..,..,..
"Cambodia, Mondol Kiri and Rattanak Kiri",KHM_Mondol_Kiri_AND_Rattanak_Kiri_AGG_MAL_Survey_004,"Prevalence of severe wasting, weight for height (% of children under 5)",3.3,..,..,..,..
"Cambodia, Mondulkiri",KHM_Mondulkiri_KH.MK_803_KHM012,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Cambodia, Oddar Meanchey",KHM_Oddar_Meanchey_KH.OM_804_KHM013,"Prevalence of severe wasting, weight for height (% of children under 5)",7.7,..,..,..,..
"Cambodia, Pailin",KHM_Pailin_KH.PI_805_KHM014,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Cambodia, Phnom Penh",KHM_Phnom_Penh_KH.PP_806_KHM015,"Prevalence of severe wasting, weight for height (% of children under 5)",2.5,..,..,..,..
"Cambodia, Preah Sihanouk and Kaoh Kong and Kratie",KHM_PreahSihanouk_AND_KaohKong_AND_Kratie_AGG_MAL_Survey_006,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Cambodia, Preah Vihear and Steung Treng",KHM_Preah_Sihanouk_AND_Kaoh_Kong_AGG_MAL_Survey_005,"Prevalence of severe wasting, weight for height (% of children under 5)",1.4,..,..,..,..
"Cambodia, Prey Veng",KHM_Prey_Veng_KH.PE_808_KHM017,"Prevalence of severe wasting, weight for height (% of children under 5)",2.7,..,..,..,..
"Cambodia, Pursat",KHM_Pursat_KH.PU_809_KHM018,"Prevalence of severe wasting, weight for height (% of children under 5)",5.6,..,..,..,..
"Cambodia, Ratanak Kiri",KHM_Ratanak_Kiri_KH.RK_810_KHM019,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Cambodia, Siem Reab and Otdar Meanchey",KHM_Siem_Reab_AND_Otdar_Meanchey_AGG_MAL_Survey_007,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Cambodia, Siem Reap",KHM_Siem_Reap_KH.SI_811_KHM020,"Prevalence of severe wasting, weight for height (% of children under 5)",6.2,..,..,..,..
"Cambodia, Stung Treng",KHM_Stung_Treng_KH.ST_812_KHM022,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Cambodia, Svay Rieng",KHM_Svay_Rieng_KH.SR_813_KHM023,"Prevalence of severe wasting, weight for height (% of children under 5)",4,..,..,..,..
"Cambodia, Takeo",KHM_Takeo_KH.TA_814_KHM024,"Prevalence of severe wasting, weight for height (% of children under 5)",1.4,..,..,..,..
Cameroon,CMR,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Cameroon, Adamaoua",CMR_Adamaoua_CM.AD_815_CMR001,"Prevalence of severe wasting, weight for height (% of children under 5)",..,0.5,..,..,..
"Cameroon, Autres villes",CMR_Autres_villes_MAL-015,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Cameroon, Centre",CMR_Centre_CM.CT_816_CMR002,"Prevalence of severe wasting, weight for height (% of children under 5)",..,0.6,..,..,..
"Cameroon, Douala",CMR_Douala_12490.66,"Prevalence of severe wasting, weight for height (% of children under 5)",..,1.2,..,..,..
"Cameroon, Edea-ville",CMR_Edea-ville_MAL-016,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Cameroon, Est",CMR_Est_CM.ES_817_CMR053,"Prevalence of severe wasting, weight for height (% of children under 5)",..,2.2,..,..,..
"Cameroon, Extreme-Nord",CMR_Extreme-Nord_CM.EN_818_CMR004,"Prevalence of severe wasting, weight for height (% of children under 5)",..,4,..,..,..
"Cameroon, Littoral",CMR_Littoral_CM.LI_819_CMR008,"Prevalence of severe wasting, weight for height (% of children under 5)",..,0,..,..,..
"Cameroon, Maritime rural",CMR_Maritime_rural_MAL-017,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Cameroon, Nkam",CMR_Nkam_12488,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Cameroon, Nord",CMR_Nord_CM.NO_820_CMR006,"Prevalence of severe wasting, weight for height (% of children under 5)",..,3.4,..,..,..
"Cameroon, Nord-Ouest",CMR_Nord-Ouest_CM.NW_821_CMR007,"Prevalence of severe wasting, weight for height (% of children under 5)",..,1.1,..,..,..
"Cameroon, Ouest",CMR_Ouest_CM.OU_822_CMR005,"Prevalence of severe wasting, weight for height (% of children under 5)",..,0.4,..,..,..
"Cameroon, Sud",CMR_Sud_CM.SU_823_CMR009,"Prevalence of severe wasting, weight for height (% of children under 5)",..,2.8,..,..,..
"Cameroon, Sud-Ouest",CMR_Sud-Ouest_CM.SW_824_CMR010,"Prevalence of severe wasting, weight for height (% of children under 5)",..,0.4,..,..,..
"Cameroon, Yaounde",CMR_Yaounde_12490.55,"Prevalence of severe wasting, weight for height (% of children under 5)",..,1.3,..,..,..
"Cameroon, Yaounde and Douala",CMR_Yaounde_and_Douala_MAL-018,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Cameroon, Yaounde/Douala",CMR_Yaounde_Douala_1991,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
Central,THA_Central_AGG571,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,2.3,..,..
Central (Including Bangkok),THA_Central_Bangkok_AGG570,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
Central African Republic,CAF,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Central African Republic, Bamingui-Bangoran",CAF_Bamingui-Bangoran_CF.BB_853_CAF001,"Prevalence of severe wasting, weight for height (% of children under 5)",0.7,..,..,..,..
"Central African Republic, Bangui",CAF_Bangui_CF.BG_67154_CAF002,"Prevalence of severe wasting, weight for height (% of children under 5)",3.2,..,..,..,..
"Central African Republic, Basse-Kotto",CAF_Basse-Kotto_CF.BK_854_CAF003,"Prevalence of severe wasting, weight for height (% of children under 5)",1,..,..,..,..
"Central African Republic, Haute-Kotto",CAF_Haute-Kotto_CF.HK_856_CAF005,"Prevalence of severe wasting, weight for height (% of children under 5)",0.4,..,..,..,..
"Central African Republic, Haut-Mbomou",CAF_Haut-Mbomou_CF.HM_855_CAF004,"Prevalence of severe wasting, weight for height (% of children under 5)",0.2,..,..,..,..
"Central African Republic, Kemo",CAF_Kemo_CF.KE_857_CAF006,"Prevalence of severe wasting, weight for height (% of children under 5)",1.5,..,..,..,..
"Central African Republic, Lobaye",CAF_Lobaye_CF.LB_858_CAF007,"Prevalence of severe wasting, weight for height (% of children under 5)",4,..,..,..,..
"Central African Republic, Mambere-Kadei",CAF_Mambere-Kadei_CF.MK_859_CAF008,"Prevalence of severe wasting, weight for height (% of children under 5)",1.9,..,..,..,..
"Central African Republic, Mbomou",CAF_Mbomou_CF.MB_860_CAF009,"Prevalence of severe wasting, weight for height (% of children under 5)",0.6,..,..,..,..
"Central African Republic, Nana-Gribizi",CAF_Nana-Gribizi_CF.NG_861_CAF010,"Prevalence of severe wasting, weight for height (% of children under 5)",2.7,..,..,..,..
"Central African Republic, Nana-Mambere",CAF_Nana-Mambere_CF.NM_862_CAF011,"Prevalence of severe wasting, weight for height (% of children under 5)",1.4,..,..,..,..
"Central African Republic, Ombella-M'Poko",CAF_Ombella-M_Poko_CF.OM_863_CAF012,"Prevalence of severe wasting, weight for height (% of children under 5)",1.9,..,..,..,..
"Central African Republic, Ouaka",CAF_Ouaka_CF.UK_864_CAF013,"Prevalence of severe wasting, weight for height (% of children under 5)",0.9,..,..,..,..
"Central African Republic, Ouham",CAF_Ouham_CF.AC_865_CAF014,"Prevalence of severe wasting, weight for height (% of children under 5)",1.7,..,..,..,..
"Central African Republic, Ouham Pende",CAF_Ouham_Pende_CF.OP_866_CAF015,"Prevalence of severe wasting, weight for height (% of children under 5)",0.8,..,..,..,..
"Central African Republic, R‚gion Sanitaire I",CAF_Region_Sanitaire_I_AGG_MAL_Survey_150,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Central African Republic, R‚gion Sanitaire II",CAF_Region_Sanitaire_II_AGG_MAL_Survey_151,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Central African Republic, R‚gion Sanitaire III",CAF_Region_Sanitaire_III_AGG_MAL_Survey_152,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Central African Republic, R‚gion Sanitaire IV",CAF_Region_Sanitaire_IV_AGG_MAL_Survey_153,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Central African Republic, R‚gion Sanitaire V",CAF_Region_Sanitaire_V_AGG_MAL_Survey_154,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Central African Republic, Sangha-Mbaere",CAF_Sangha-Mbaere_CF.SM_867_CAF016,"Prevalence of severe wasting, weight for height (% of children under 5)",1.3,..,..,..,..
Chad,TCD,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Chad, Barl El Gazal",TCD_Barl_El_Gazal_TD.BG_12914_TCD004,"Prevalence of severe wasting, weight for height (% of children under 5)",10.7,..,..,..,..
"Chad, Batha Region",TCD_Batha_Region_AGG401,"Prevalence of severe wasting, weight for height (% of children under 5)",6.8,..,..,..,..
"Chad, Borkou Region",TCD_Borkou_Region_AGG402,"Prevalence of severe wasting, weight for height (% of children under 5)",9.3,..,..,..,..
"Chad, Chari-Baguirmi Region",TCD_Chari-Baguirmi_Region_AGG403,"Prevalence of severe wasting, weight for height (% of children under 5)",8.5,..,..,..,..
"Chad, Gu‚ra Region",TCD_Guera_Region_AGG406,"Prevalence of severe wasting, weight for height (% of children under 5)",4.9,..,..,..,..
"Chad, Hadjer Lamis",TCD_Hadjer_Lamis_TD.HL_12912_TCD012,"Prevalence of severe wasting, weight for height (% of children under 5)",13.8,..,..,..,..
"Chad, Kanem",TCD_Kanem_TD.KN_12915_TCD014,"Prevalence of severe wasting, weight for height (% of children under 5)",8.8,..,..,..,..
"Chad, Lac",TCD_Lac_TD.LC_875_TCD015,"Prevalence of severe wasting, weight for height (% of children under 5)",5.7,..,..,..,..
"Chad, Logone Occidental",TCD_Logone_Occidental_TD.LO_876_TCD017,"Prevalence of severe wasting, weight for height (% of children under 5)",5,..,..,..,..
"Chad, Logone Oriental",TCD_Logone_Oriental_TD.LG_12918_TCD018,"Prevalence of severe wasting, weight for height (% of children under 5)",4.3,..,..,..,..
